,Id,LotFrontage,LotArea,YearBuilt,YearRemodAdd,MasVnrArea,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,Diff_in_Ext,Garage_in_CollgCr,Garage_in_Veenker,Garage_in_Crawfor,Garage_in_NoRidge,Garage_in_Mitchel,Garage_in_Somerst,Garage_in_NWAmes,Garage_in_OldTown,Garage_in_BrkSide,Garage_in_Sawyer,Garage_in_NridgHt,Garage_in_NAmes,Garage_in_SawyerW,Garage_in_IDOTRR,Garage_in_MeadowV,Garage_in_Edwards,Garage_in_Timber,Garage_in_Gilbert,Garage_in_StoneBr,Garage_in_ClearCr,Garage_in_NPkVill,Garage_in_Blmngtn,Garage_in_BrDale,Garage_in_SWISU,Garage_in_Blueste,Street_Pave,Alley_Grvl,LotShape_IR1,LotShape_Reg,LandContour_Bnk,LandContour_Lvl,LotConfig_Corner,LotConfig_CulDSac,LotConfig_Inside,LandSlope_Mod,Neighborhood_BrkSide,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_NAmes,Neighborhood_NWAmes,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Condition1_Feedr,Condition1_Norm,Condition2_Norm,OverallQual_Average,OverallQual_High,OverallCond_Average,OverallCond_High,RoofStyle_Hip,RoofMatl_CompShg,Exterior1st_CemntBd,Exterior1st_HdBoard,Exterior1st_MetalSd,Exterior1st_Plywood,Exterior1st_VinylSd,Exterior1st_Wd Sdng,Exterior2nd_CemntBd,Exterior2nd_HdBoard,Exterior2nd_MetalSd,Exterior2nd_Plywood,Exterior2nd_VinylSd,Exterior2nd_Wd Sdng,MasVnrType_BrkFace,MasVnrType_None,MasVnrType_Stone,ExterQual_Gd,ExterQual_TA,ExterCond_Gd,ExterCond_TA,Foundation_BrkTil,Foundation_CBlock,BsmtQual_Ex,BsmtQual_Gd,BsmtQual_TA,BsmtCond_Gd,BsmtCond_TA,BsmtExposure_Av,BsmtExposure_Gd,BsmtExposure_Mn,BsmtExposure_No,BsmtFinType1_ALQ,BsmtFinType1_BLQ,BsmtFinType1_GLQ,BsmtFinType1_LwQ,BsmtFinType1_Rec,BsmtFinType1_Unf,BsmtFinType2_Rec,Heating_GasA,HeatingQC_Ex,HeatingQC_Gd,HeatingQC_TA,CentralAir_N,Electrical_FuseA,KitchenQual_Ex,KitchenQual_Gd,KitchenQual_TA,Functional_Typ,FireplaceQu_Gd,FireplaceQu_TA,GarageType_Attchd,GarageType_BuiltIn,GarageType_Detchd,GarageFinish_Fin,GarageFinish_RFn,GarageFinish_Unf,GarageQual_TA,GarageCond_TA,PavedDrive_N,Fence_GdPrv,Fence_GdWo,Fence_MnPrv,SaleType_WD,SaleCondition_Abnorml,SaleCondition_Normal,SaleCondition_Partial,60_RL,60_FV,20_RL,70_RL,70_RM,50_RL,50_RM,90_RL,120_RL,120_RM,30_RL,30_RM,85_RL,80_RL,160_RM,160_FV,Avg_room_size,br_0,br_1,br_2,br_3,br_4,br_5,br_6,SaleDate,n_transaction,Log_sale_price,Price_index,Price_index_Ames,UnEmployment,Garage_buit_in_1978_maybe_a_mistake
1267,1268,89.0,13214,2008,2009,0.0,0,0,2002,2002,2018,0,0,2018,0,0,2,0,3,1,10,1,2009.0,746,144,76,0,0,0,0,0,5,2010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,201.8,0,0,0,1,0,0,0,2010-05-01,48,5.578065883836092,192.79,157.30666666666667,4.0,0
1268,1269,69.626254180602,14100,1935,1997,632.0,192,0,536,728,1968,1479,0,3447,0,0,3,1,4,1,11,2,1982.0,1014,314,12,0,0,0,0,0,5,2008,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,313.3636363636364,0,0,0,0,1,0,0,2008-05-01,38,5.580924975675619,209.86,157.24333333333334,3.0,0
1269,1270,78.0,11344,1958,1958,180.0,460,0,414,874,874,650,0,1524,0,0,1,1,3,1,7,0,1958.0,315,0,0,0,0,0,0,0,7,2007,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,217.71428571428572,0,0,0,1,0,0,0,2007-07-01,50,5.158362492095249,226.36,157.16,2.8,0
1270,1271,69.626254180602,23595,1979,1979,0.0,1258,0,74,1332,1332,192,0,1524,2,0,0,1,0,1,4,1,1979.0,586,268,0,0,0,0,0,0,4,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,381.0,1,0,0,0,0,0,0,2010-04-01,39,5.414973347970818,190.99,157.24,3.9,0
1271,1272,69.626254180602,9156,1968,1968,0.0,0,0,1489,1489,1489,0,0,1489,0,0,2,0,3,1,7,1,1968.0,462,0,0,0,0,0,0,0,8,2009,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,212.71428571428572,0,0,0,1,0,0,0,2009-08-01,30,5.2689288224326125,194.59,156.76666666666665,5.3,0
1272,1273,69.626254180602,13526,1965,1965,114.0,560,375,0,935,935,0,0,935,1,0,1,0,3,1,5,0,1965.0,288,180,0,0,0,0,0,0,11,2006,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,187.0,0,0,0,1,0,0,0,2006-11-01,16,5.136720567156407,224.89,154.77333333333334,2.4,0
1273,1274,124.0,11512,1959,2006,84.0,719,0,300,1019,1357,0,0,1357,1,0,1,0,2,1,5,1,1959.0,312,0,0,0,0,163,0,0,5,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,271.4,0,0,1,0,0,0,0,2008-05-01,38,5.247973266361806,209.86,157.24333333333334,3.0,0
1274,1275,53.0,5362,1910,2003,0.0,0,0,661,661,661,589,0,1250,0,0,2,0,3,1,8,1,1985.0,552,242,0,81,0,0,0,0,11,2007,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,156.25,0,0,0,1,0,0,0,2007-11-01,24,5.143014800254095,218.74,158.62333333333333,2.6,0
1275,1276,95.0,11345,1948,1948,567.0,220,0,708,928,928,992,0,1920,0,0,2,0,4,2,10,0,1948.0,400,0,0,0,0,0,0,0,7,2007,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,192.0,0,0,0,0,1,0,0,2007-07-01,50,5.136720567156407,226.36,157.16,2.8,0
1276,1277,69.626254180602,12936,1972,1972,0.0,593,0,130,723,735,660,0,1395,0,1,1,1,3,1,6,1,1972.0,497,294,116,0,0,0,0,0,12,2009,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232.5,0,0,0,1,0,0,0,2009-12-01,15,5.209515014542631,190.0,154.96666666666667,4.7,0
1277,1278,69.626254180602,17871,1967,1976,359.0,528,0,1152,1680,1724,0,0,1724,1,0,1,1,3,1,7,1,1967.0,480,0,0,0,0,0,0,0,6,2009,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,246.28571428571428,0,0,0,1,0,0,0,2009-06-01,58,5.296445794206396,196.07,156.84666666666666,5.7,0
1278,1279,75.0,9473,2002,2002,0.0,804,0,324,1128,1128,903,0,2031,1,0,2,1,3,1,7,1,2002.0,577,0,211,0,0,0,0,0,3,2008,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290.14285714285717,0,0,0,1,0,0,0,2008-03-01,18,5.3747483460101035,211.79,158.48333333333332,3.0,0
1279,1280,60.0,7500,1920,1920,0.0,0,0,698,698,698,430,0,1128,0,0,1,0,2,1,6,0,1980.0,528,30,0,164,0,0,0,0,4,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188.0,0,0,1,0,0,0,0,2010-04-01,39,4.835056101720117,190.99,157.24,3.9,0
1280,1281,67.0,9808,2002,2002,110.0,788,0,785,1573,1573,0,0,1573,1,0,2,0,3,1,6,0,2002.0,544,0,72,0,0,0,0,0,3,2009,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,262.1666666666667,0,0,0,1,0,0,0,2009-03-01,19,5.3560258571931225,193.81,158.29333333333332,4.8,0
1281,1282,50.0,8049,1990,1990,54.0,1053,0,256,1309,1339,0,0,1339,1,0,2,0,2,1,6,1,1990.0,484,0,58,0,0,90,0,0,7,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,223.16666666666666,0,0,1,0,0,0,0,2006-07-01,67,5.2552725051033065,225.75,153.31,2.7,0
1282,1283,61.0,8800,1977,2008,0.0,532,144,364,1040,1040,0,0,1040,0,0,2,0,3,1,5,0,1977.0,484,0,0,0,0,288,0,0,9,2009,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,208.0,0,0,0,1,0,0,0,2009-09-01,20,5.177536499929862,193.58,157.15333333333334,4.5,0
1283,1284,94.0,9400,1971,1971,0.0,0,0,912,912,912,912,0,1824,0,0,2,2,4,2,8,0,1978.0,0,128,0,0,0,0,0,0,4,2010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,228.0,0,0,0,0,1,0,0,2010-04-01,39,5.143014800254095,190.99,157.24,3.9,1
1284,1285,50.0,9638,1919,1990,0.0,0,0,804,804,1699,748,0,2447,0,0,2,0,4,1,10,1,1969.0,336,272,0,42,0,116,0,0,3,2010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,244.7,0,0,0,0,1,0,0,2010-03-01,21,5.227886704613674,189.32,156.05333333333334,4.6,0
1285,1286,50.0,6000,1939,1939,0.0,0,0,780,780,825,587,0,1412,0,0,1,0,4,1,6,1,1939.0,280,45,0,0,0,0,0,0,5,2009,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,235.33333333333334,0,0,0,0,1,0,0,2009-05-01,37,5.122215878272827,195.3,157.31333333333333,4.6,0
1286,1287,69.626254180602,9790,1963,1963,451.0,569,81,678,1328,1328,0,0,1328,1,0,1,1,3,1,6,2,1963.0,528,0,26,0,0,0,0,0,6,2010,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,221.33333333333334,0,0,0,1,0,0,0,2010-06-01,36,5.155336037465061,191.74,157.37333333333333,4.7,0
1287,1288,69.626254180602,36500,1964,1964,621.0,812,0,812,1624,1582,0,0,1582,0,1,2,0,4,1,7,0,1964.0,390,168,198,0,0,0,0,0,6,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,226.0,0,0,0,0,1,0,0,2006-06-01,48,5.278753600952829,225.99,154.12333333333333,3.1,0
1288,1289,40.0,5664,2000,2000,0.0,1158,0,343,1501,1659,0,0,1659,1,0,2,0,2,1,5,1,2000.0,499,212,59,0,0,0,0,0,10,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,331.8,0,0,1,0,0,0,0,2009-10-01,27,5.444044795918076,193.56,157.54,4.1,0
1289,1290,86.0,11065,2006,2006,788.0,0,0,1085,1085,1120,850,0,1970,0,0,2,1,3,1,8,1,2006.0,753,177,74,0,0,0,0,0,10,2006,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246.25,0,0,0,1,0,0,0,2006-10-01,24,5.44870631990508,225.17,154.86,2.4,0
1290,1291,69.626254180602,14112,1964,1964,86.0,1014,0,138,1152,1152,0,0,1152,1,0,1,0,3,1,6,1,1964.0,484,227,0,0,0,0,0,0,4,2010,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,192.0,0,0,0,1,0,0,0,2010-04-01,39,5.2564772062416765,190.99,157.24,3.9,0
1291,1292,21.0,1680,1972,1972,268.0,231,0,399,630,630,672,0,1302,0,0,2,1,3,1,6,0,1972.0,264,185,0,0,0,0,0,0,2,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,217.0,0,0,0,1,0,0,0,2009-02-01,10,5.077367905284157,195.64,158.80666666666667,4.7,0
1292,1293,60.0,6600,1892,1965,0.0,0,0,994,994,1378,994,0,2372,0,0,2,0,4,2,11,0,1985.0,432,0,287,0,0,0,0,0,12,2009,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,215.63636363636363,0,0,0,0,1,0,0,2009-12-01,15,5.031408464251625,190.0,154.96666666666667,4.7,0
1293,1294,78.0,10140,1976,1976,0.0,194,0,638,832,832,832,0,1664,0,0,2,1,4,1,8,1,1976.0,528,0,28,0,0,259,0,0,3,2006,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208.0,0,0,0,0,1,0,0,2006-03-01,25,5.21192108430851,222.03,155.10666666666665,2.7,0
1294,1295,60.0,8172,1955,1990,0.0,167,0,697,864,864,0,0,864,1,0,1,0,2,1,5,0,1957.0,572,0,0,0,0,0,0,0,4,2006,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,172.8,0,0,1,0,0,0,0,2006-04-01,27,5.060697840353612,223.44,155.75,2.4,0
1295,1296,70.0,8400,1968,1968,168.0,1016,0,36,1052,1052,0,0,1052,1,0,1,1,3,1,5,0,1968.0,288,356,0,0,0,0,0,0,11,2006,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,210.4,0,0,0,1,0,0,0,2006-11-01,16,5.141449773400467,224.89,154.77333333333334,2.4,0
